"","Day_1","Day_10","Day_30","Day_60"
"48167",0,0,8,29
"48171",0,0,0,0
"48175",0,0,0,0
"48177",0,0,2,2
"48179",0,0,0,2
"48181",0,0,0,1
"48183",0,0,0,0
"48185",0,0,1,1
"48187",0,0,0,0
"48189",0,0,4,4
"48193",0,0,0,1
"48195",0,0,2,2
"48199",0,1,3,5
"48201",0,0,12,133
"48203",0,1,2,23
"48205",0,0,2,2
"48209",0,0,0,3
"48211",0,0,0,0
"48213",0,0,0,0
"48215",0,0,3,10
"48217",0,0,1,1
"48219",0,0,1,1
"48221",0,1,3,3
"48223",0,0,0,0
"48225",0,0,0,0
"48227",0,1,1,1
"48231",0,0,2,3
"48233",0,0,0,0
"48237",0,0,0,0
"48239",0,0,0,1
"48241",0,1,1,2
"48245",0,0,13,27
"48247",0,0,0,0
"48249",0,0,0,0
"48251",0,0,1,4
"48253",0,0,0,0
"48255",0,0,0,0
"48257",0,0,0,2
"48259",0,0,0,0
"48265",0,0,0,0
"48273",0,0,1,1
"48275",0,0,0,0
"48277",0,0,0,9
"48279",0,0,0,0
"48281",0,0,0,0
"48283",0,0,0,0
"48285",0,0,0,1
"48287",0,0,0,1
"48289",0,0,0,0
"48291",0,0,0,3
"48293",0,0,1,1
"48297",0,0,0,0
"48299",0,0,0,0
"48303",0,0,25,50
"48305",0,0,1,1
"48307",0,0,0,0
"48309",0,0,4,4
"48313",0,0,0,0
"48315",0,0,0,1
"48317",0,0,0,1
"48319",0,0,0,0
"48321",1,1,3,5
"48323",0,0,0,1
"48325",0,0,2,2
"48329",0,1,3,12
"48331",0,0,0,1
"48335",0,0,0,0
"48337",0,0,1,1
"48339",0,0,4,15
"48341",0,0,3,13
"48343",0,0,0,0
"48345",0,0,0,0
"48347",0,2,6,17
"48349",0,2,2,2
"48351",0,0,0,0
"48353",0,0,0,0
"48355",0,0,1,3
"48357",0,1,3,2
"48359",0,1,1,1
"48361",0,0,0,2
"48363",0,1,1,2
"48365",0,1,5,23
"48367",0,0,0,1
"48369",0,0,0,0
"48371",0,0,0,0
"48373",0,0,0,0
"48375",0,0,2,24
"48379",0,0,0,0
"48381",0,0,3,6
"48387",0,0,0,8
"48393",0,0,0,0
"48395",0,0,0,0
"48397",0,0,0,10
"48401",0,0,0,1
"48403",0,0,0,1
"48405",0,1,1,2
"48407",0,0,0,0
"48409",0,0,0,0
"48415",0,0,0,0
"48419",0,0,0,6
"48421",0,0,0,0
"48423",0,0,2,4
"48427",0,0,0,0
"48429",0,0,0,0
"48437",0,0,0,0
"48439",0,0,19,95
"48441",0,1,3,5
"48445",0,0,0,0
"48449",0,0,0,3
"48451",0,0,1,1
"48453",0,0,9,65
"48455",0,0,0,0
"48457",0,0,0,0
"48459",0,0,0,0
"48463",0,0,0,0
"48465",0,0,0,0
"48467",0,0,1,1
"48469",0,0,1,7
"48471",0,0,1,27
"48473",0,0,0,0
"48477",0,1,11,23
"48479",0,0,11,18
"48481",0,0,0,0
"48483",0,0,0,0
"48485",0,0,1,2
"48487",0,0,0,0
"48489",0,1,1,1
"48491",0,0,4,19
"48493",0,0,2,5
"48495",0,0,0,0
"48497",0,0,2,3
"48499",0,0,0,1
"48501",0,0,0,0
"48503",0,0,1,1
"48505",0,0,0,0
"48507",0,0,0,0
"49003",0,0,0,1
"49005",0,0,0,0
"49007",0,0,0,0
"49011",0,0,2,2
"49013",0,0,0,0
"49015",0,0,0,0
"49017",0,0,0,0
"49019",0,0,0,0
"49021",0,0,0,0
"49023",0,0,0,0
"49025",0,0,0,0
"49027",0,0,0,0
"49029",0,0,0,0
"49035",0,0,0,23
"49037",0,0,2,5
"49039",0,0,0,0
"49041",0,0,0,0
"49043",0,0,0,0
"49045",0,0,0,0
"49047",0,0,0,0
"49049",0,0,0,11
"49051",0,0,1,1
"49053",0,0,0,0
"49057",0,0,1,2
"50001",0,0,2,2
"50003",0,0,0,1
"50005",0,0,0,0
"50007",0,1,15,37
"50009",0,0,0,0
"50011",0,0,3,5
"50013",0,0,0,0
"50015",0,0,1,1
"50017",0,0,0,0
"50019",0,0,0,0
"50021",0,0,1,1
"50023",0,0,0,1
"50025",0,0,2,3
"50027",0,1,2,2
"51001",0,0,0,9
"51003",0,0,0,4
"51005",0,0,0,2
"51007",0,0,1,1
"51009",0,0,0,0
"51011",0,0,0,0
"51013",0,0,2,60
"51015",0,0,1,1
"51019",0,0,0,1
"51023",0,0,0,3
"51025",0,0,0,1
"51027",0,0,0,0
"51029",0,0,0,3
"51031",0,0,0,1
"51033",0,0,1,2
"51035",0,0,0,1
"51036",0,0,0,1
"51037",0,0,0,0
"51041",0,0,0,28
"51043",0,0,0,0
"51045",0,0,0,0
"51047",0,0,0,5
"51049",0,0,0,0
"51053",0,0,0,0
"51057",0,0,0,0
"51059",0,0,5,201
"51061",0,0,2,5
"51063",0,0,0,1
"51065",0,0,0,6
"51067",0,0,0,1
"51069",0,0,0,3
"51071",0,0,0,0
"51073",0,0,0,1
"51075",0,0,1,5
"51079",0,0,1,1
"51081",0,0,6,7
"51083",0,0,0,0
"51085",0,0,0,16
"51087",0,3,45,113
"51089",0,0,1,3
"51091",0,0,0,0
"51093",0,0,0,3
"51095",0,2,3,15
"51097",0,0,0,1
"51099",0,0,4,4
"51101",0,0,0,0
"51103",0,0,0,0
"51105",0,0,0,0
"51107",0,0,0,29
"51109",0,0,0,0
"51111",0,0,0,0
"51113",0,0,0,1
"51115",0,0,0,0
"51117",0,0,0,17
"51119",0,0,0,0
"51121",0,0,1,1
"51125",0,0,0,0
"51127",0,0,1,1
"51131",0,0,0,16
"51133",0,0,0,1
"51135",0,0,0,0
"51137",0,0,0,0
"51139",0,0,1,21
"51141",0,0,0,0
"51143",0,0,1,1
"51145",0,0,0,0
"51147",0,0,0,2
"51149",0,0,0,0
"51153",0,0,1,48
"51155",0,0,0,0
"51157",0,0,0,0
"51159",0,0,0,4
"51161",0,0,0,5
"51163",0,0,0,0
"51165",0,0,0,5
"51167",0,0,0,0
"51169",0,0,2,2
"51171",0,0,1,16
"51173",0,0,0,0
"51175",0,0,1,2
"51177",0,0,0,4
"51179",0,0,1,4
"51181",0,0,1,1
"51183",0,0,1,2
"51185",0,0,0,0
"51187",0,0,0,2
"51191",0,0,3,4
"51193",0,0,0,1
"51195",0,1,1,2
"51197",0,0,1,1
"51199",0,0,1,2
"51510",0,0,1,30
"51520",0,0,0,0
"51530",0,0,0,0
"51540",0,0,1,2
"51550",0,0,5,13
"51570",0,0,6,17
"51590",0,0,1,1
"51595",0,0,2,6
"51600",0,0,3,5
"51610",0,1,4,8
"51620",0,0,0,2
"51630",0,0,0,0
"51640",0,0,0,0
"51650",0,0,1,3
"51660",0,0,0,21
"51670",0,0,0,0
"51678",0,0,0,0
"51680",0,0,1,1
"51683",0,0,1,7
"51685",0,0,1,6
"51700",0,1,1,10
"51710",0,0,1,5
"51720",0,0,0,0
"51730",0,0,2,3
"51735",0,0,0,0
"51740",0,0,4,10
"51750",0,0,0,0
"51760",0,0,7,18
"51770",0,0,0,9
"51775",0,0,0,3
"51790",0,0,0,0
"51800",0,0,0,25
"51810",0,0,1,17
"51820",0,0,0,0
"51830",0,1,1,3
"51840",0,0,0,1
"53001",0,0,0,0
"53003",0,0,2,2
"53005",1,5,34,57
"53007",0,1,3,6
"53009",0,0,0,0
"53011",0,0,8,21
"53013",0,0,0,0
"53015",0,0,0,0
"53017",0,0,1,3
"53019",0,0,0,0
"53021",0,0,4,17
"53025",0,0,2,2
"53027",0,0,0,0
"53029",0,1,7,9
"53031",0,0,0,0
"53033",0,18,138,418
"53035",0,0,1,2
"53037",0,0,0,0
"53039",0,0,1,3
"53041",0,0,2,3
"53043",0,0,0,0
"53045",0,0,0,1
"53047",0,0,1,2
"53049",0,0,0,1
"53051",0,0,0,0
"53053",0,0,8,52
"53055",0,0,0,0
"53057",0,0,5,13
"53059",0,0,0,0
"53061",0,0,0,7
"53063",0,0,0,19
"53065",0,0,1,1
"53067",0,0,1,1
"53069",0,0,0,0
"53071",0,0,0,0
"53073",0,1,20,33
"53075",0,0,0,0
"53077",0,0,19,59
"54001",0,0,1,1
"54003",0,0,1,6
"54005",0,0,0,0
"54007",0,0,0,0
"54009",0,0,0,0
"54011",0,0,0,0
"54013",0,0,0,0
"54019",0,0,0,4
"54021",0,0,0,0
"54023",0,0,0,0
"54025",0,0,0,0
"54027",0,0,1,1
"54029",0,0,0,0
"54031",0,0,0,0
"54033",0,0,1,1
"54035",0,0,3,17
"54037",0,0,0,1
"54039",0,0,0,16
"54041",0,0,0,1
"54043",0,0,0,0
"54045",0,0,1,1
"54047",0,0,0,0
"54049",0,1,2,2
"54051",0,0,0,0
"54053",0,0,0,0
"54055",0,0,0,0
"54057",0,0,0,1
"54059",0,1,1,1
"54061",0,0,4,5
"54063",0,0,0,0
"54065",0,0,0,0
"54067",0,0,0,1
"54069",0,0,1,1
"54071",0,0,0,0
"54073",0,0,0,0
"54075",0,0,0,0
"54077",0,0,0,0
"54079",0,0,0,0
"54081",0,0,0,0
"54083",0,0,0,0
"54087",0,0,0,0
"54089",0,0,0,0
"54091",0,0,0,0
"54093",0,0,0,0
"54095",0,0,0,0
"54097",0,0,0,0
"54099",0,3,7,9
"54103",0,0,0,0
"54105",0,0,0,0
"54107",0,0,2,2
"54109",0,0,0,0
"55001",0,0,1,1
"55003",0,0,0,0
"55005",0,0,0,0
"55007",0,0,0,1
"55009",0,0,1,22
"55011",0,1,1,1
"55015",0,0,0,1
"55017",0,0,0,0
"55019",0,0,1,4
"55021",0,0,1,1
"55023",0,0,0,0
"55025",0,0,0,8
"55027",0,0,1,1
"55029",0,0,1,3
"55031",0,0,0,0
"55033",0,0,0,0
"55035",0,0,0,0
"55037",0,0,0,0
"55039",0,1,2,3
"55043",0,0,3,10
"55045",0,0,0,0
"55047",0,0,0,0
"55049",0,0,0,0
"55051",1,1,1,1
"55053",0,0,1,1
"55055",0,0,0,2
"55057",0,0,1,1
"55059",0,0,4,17
"55061",0,1,1,1
"55063",0,0,0,0
"55065",0,0,0,0
"55071",0,0,1,1
"55073",0,0,1,1
"55075",0,0,1,2
"55077",0,0,1,1
"55078",0,0,0,0
"55079",0,2,85,231
"55081",0,0,0,1
"55083",0,0,0,0
"55085",0,0,0,0
"55087",0,0,2,4
"55089",1,3,9,11
"55093",0,0,0,0
"55095",0,0,0,1
"55097",0,0,0,0
"55099",0,0,0,0
"55101",0,0,3,16
"55103",0,0,1,4
"55105",0,0,4,14
"55107",0,0,0,0
"55109",0,0,0,0
"55111",0,1,3,3
"55113",0,0,0,0
"55115",0,0,0,0
"55117",0,0,2,2
"55121",0,0,0,0
"55123",0,0,0,0
"55125",0,0,0,0
"55127",0,0,3,12
"55129",0,0,0,0
"55131",0,0,3,4
"55133",0,0,6,23
"55135",0,1,1,1
"55137",0,0,0,0
"55139",0,0,1,1
"55141",0,0,0,0
"56001",0,0,0,0
"56003",0,0,0,0
"56005",0,0,0,0
"56007",0,0,0,1
"56009",0,0,0,0
"56011",0,0,0,0
"56013",0,0,0,4
"56015",0,0,0,0
"56017",0,0,0,0
"56019",0,0,1,1
"56021",0,0,1,1
"56023",0,0,0,0
"56025",0,0,0,0
"56027",0,0,0,0
"56029",0,0,0,0
"56033",0,0,0,0
"56035",0,0,0,0
"56037",0,0,0,0
"56039",0,0,0,1
"56041",0,0,0,0
"56043",0,0,0,1
