"","Day_1","Day_10","Day_30","Day_60"
"26065",0,0,3,16
"26067",0,0,2,3
"26069",0,0,3,9
"26073",0,1,7,7
"26075",0,0,14,44
"26077",0,1,10,45
"26079",0,1,2,2
"26081",0,1,13,41
"26085",0,0,0,0
"26087",0,0,23,33
"26089",0,0,0,0
"26091",0,0,0,6
"26093",0,2,9,26
"26095",0,0,0,0
"26097",0,0,0,0
"26099",0,1,209,704
"26101",0,0,0,0
"26103",0,0,6,10
"26105",0,0,0,0
"26107",1,1,1,2
"26109",0,0,0,0
"26111",0,0,1,8
"26113",0,1,1,1
"26115",0,0,7,18
"26117",0,0,1,1
"26119",0,0,0,0
"26121",0,2,10,26
"26123",0,0,0,0
"26125",0,0,234,805
"26127",0,0,1,2
"26129",0,0,0,0
"26133",0,0,0,0
"26135",0,0,0,1
"26137",0,0,2,10
"26139",0,0,2,21
"26141",0,0,0,0
"26143",0,0,0,0
"26145",0,0,24,99
"26147",0,0,4,25
"26149",0,0,1,2
"26151",0,1,4,5
"26153",0,0,0,0
"26155",0,0,6,24
"26157",0,1,11,21
"26159",0,1,2,6
"26161",0,0,15,87
"26163",0,3,446,2030
"26165",0,0,1,2
"27001",0,0,0,0
"27003",0,0,0,27
"27005",0,0,0,0
"27007",0,0,0,0
"27009",0,0,0,2
"27011",0,0,0,0
"27013",0,0,0,0
"27015",0,0,1,2
"27017",0,0,0,0
"27019",0,0,0,0
"27021",0,0,0,2
"27023",0,0,0,1
"27025",0,0,1,1
"27027",0,0,2,20
"27029",0,0,0,0
"27033",0,0,0,0
"27035",0,0,1,2
"27037",0,0,4,15
"27039",0,0,0,0
"27041",0,0,0,0
"27043",0,0,0,0
"27045",0,0,0,1
"27047",0,0,0,0
"27049",0,0,0,2
"27053",0,0,27,389
"27055",0,0,0,0
"27059",0,0,0,0
"27061",0,0,0,8
"27063",0,0,0,0
"27067",0,0,0,1
"27069",0,0,0,0
"27071",0,0,0,0
"27073",0,0,0,0
"27079",0,0,0,1
"27081",0,0,0,0
"27083",0,0,0,0
"27085",0,0,0,0
"27087",0,0,0,1
"27089",0,0,0,0
"27091",0,0,4,4
"27093",0,0,0,0
"27095",0,1,1,1
"27097",0,0,0,1
"27099",0,0,0,0
"27101",0,0,0,0
"27103",0,0,1,2
"27105",0,0,2,5
"27107",0,0,0,0
"27109",0,0,2,9
"27111",0,0,0,0
"27113",0,0,0,0
"27115",0,0,0,0
"27117",0,0,0,0
"27119",0,0,0,2
"27123",0,0,2,34
"27125",0,0,0,0
"27127",0,0,0,0
"27129",0,0,0,0
"27131",0,0,0,2
"27133",0,0,0,0
"27135",0,0,0,0
"27137",0,0,9,13
"27139",0,0,1,1
"27141",0,0,0,1
"27143",0,0,0,0
"27145",0,0,0,5
"27147",0,0,0,0
"27151",0,0,0,1
"27153",0,0,0,2
"27155",0,0,0,0
"27157",0,0,0,0
"27161",0,0,0,0
"27163",0,0,3,16
"27165",0,0,0,0
"27167",0,0,2,3
"27169",0,1,13,15
"27171",0,0,1,1
"27173",0,0,0,0
"28001",0,0,6,15
"28003",0,0,0,1
"28005",0,1,0,1
"28007",0,0,0,9
"28009",0,0,0,0
"28011",0,0,5,10
"28013",0,0,2,4
"28015",0,0,1,10
"28017",0,0,4,12
"28019",0,0,1,2
"28021",0,0,0,2
"28023",0,0,3,17
"28025",0,0,1,3
"28027",0,0,1,3
"28029",0,0,0,1
"28031",0,0,0,1
"28033",0,0,3,5
"28035",0,0,2,21
"28037",0,0,0,1
"28039",0,0,1,1
"28041",0,0,1,1
"28043",0,0,0,2
"28045",0,1,5,10
"28047",0,0,5,6
"28049",0,0,2,17
"28051",0,1,4,20
"28053",0,0,3,5
"28057",0,0,1,7
"28059",0,0,5,13
"28061",0,0,1,4
"28063",0,0,0,0
"28065",0,1,1,3
"28067",0,0,0,9
"28069",0,0,0,10
"28071",0,0,3,3
"28073",0,0,2,4
"28075",0,1,18,55
"28077",0,0,0,0
"28079",0,0,1,7
"28081",0,1,4,4
"28083",0,0,4,18
"28085",0,0,6,18
"28087",0,0,1,6
"28089",0,0,3,17
"28091",0,0,1,8
"28093",0,0,2,3
"28095",0,0,2,22
"28097",0,1,1,1
"28099",0,0,2,31
"28101",0,0,0,3
"28103",0,0,0,4
"28105",0,0,2,8
"28107",0,0,2,2
"28109",0,0,6,24
"28111",0,0,1,2
"28113",0,0,2,11
"28115",0,0,2,2
"28117",0,0,0,3
"28119",0,0,0,0
"28121",0,1,2,6
"28123",0,0,0,7
"28125",0,0,0,0
"28127",0,0,0,0
"28129",0,0,1,7
"28131",0,0,0,0
"28133",0,1,2,3
"28135",0,0,1,1
"28137",0,0,0,1
"28139",0,2,7,11
"28141",0,0,0,0
"28143",0,1,1,2
"28145",0,0,1,4
"28147",0,0,0,0
"28149",0,0,2,7
"28151",0,0,3,4
"28153",0,0,0,1
"28155",0,1,1,1
"28157",0,1,3,9
"28159",0,0,0,0
"28161",0,0,0,4
"28163",0,0,1,2
"29001",0,0,0,0
"29003",0,0,0,0
"29005",0,0,0,0
"29007",0,0,0,1
"29009",0,0,0,0
"29013",0,0,1,1
"29015",0,0,0,0
"29017",0,0,0,0
"29019",0,1,1,1
"29021",0,0,1,2
"29023",0,0,0,0
"29025",0,0,0,0
"29027",0,0,1,1
"29029",0,1,1,1
"29031",0,0,1,2
"29033",0,0,0,0
"29035",0,1,1,1
"29037",0,0,4,8
"29039",0,0,0,0
"29041",0,0,0,0
"29043",0,0,0,0
"29045",0,0,0,0
"29047",0,0,1,1
"29049",0,0,0,0
"29051",0,0,1,1
"29053",0,0,0,0
"29055",0,0,0,0
"29059",0,0,0,0
"29061",0,0,0,0
"29063",0,0,0,0
"29069",0,0,2,2
"29071",0,0,5,16
"29073",0,0,0,0
"29075",0,0,0,4
"29077",0,0,8,8
"29081",0,0,0,0
"29083",0,0,1,1
"29087",0,0,0,0
"29089",0,0,0,0
"29091",0,0,0,0
"29093",0,0,0,0
"29095",0,1,9,16
"29097",0,0,0,0
"29099",0,1,3,15
"29101",0,0,0,0
"29107",0,1,1,2
"29111",0,1,1,1
"29113",0,0,1,1
"29115",0,0,1,1
"29117",0,0,0,0
"29119",0,0,0,0
"29121",0,0,0,0
"29123",0,0,0,0
"29125",0,0,0,0
"29127",0,0,0,0
"29131",0,0,0,0
"29133",0,0,0,0
"29135",0,0,0,1
"29139",0,0,0,0
"29141",0,0,0,0
"29143",0,0,0,1
"29145",0,0,1,1
"29147",0,0,0,0
"29149",0,0,0,0
"29151",0,0,0,0
"29155",0,0,0,4
"29157",0,0,0,0
"29159",0,0,0,1
"29161",0,0,0,0
"29163",0,0,0,1
"29165",0,0,0,1
"29167",0,0,0,0
"29169",0,0,1,1
"29173",0,0,0,0
"29175",0,0,0,0
"29177",0,0,0,0
"29179",0,0,0,0
"29181",0,0,0,0
"29183",0,1,17,52
"29185",0,0,0,0
"29186",0,1,1,1
"29187",0,0,1,2
"29189",0,0,13,189
"29195",0,0,0,2
"29199",0,0,0,0
"29201",0,0,1,7
"29205",0,0,0,0
"29207",0,0,0,3
"29209",0,0,0,0
"29213",0,0,1,2
"29217",0,0,0,0
"29219",0,0,0,0
"29221",0,0,1,1
"29225",0,0,0,0
"29227",0,0,0,0
"29229",0,0,0,0
"29510",0,1,27,96
"30001",0,0,0,0
"30003",0,0,0,1
"30007",0,0,0,0
"30009",0,0,0,0
"30013",0,0,1,2
"30023",0,0,0,0
"30029",0,0,1,2
"30031",0,0,0,1
"30035",0,0,0,0
"30037",0,0,0,0
"30041",0,0,0,0
"30043",0,0,0,0
"30047",0,0,0,0
"30049",0,0,0,0
"30051",0,0,0,0
"30053",0,1,1,1
"30057",0,0,1,1
"30059",0,0,0,0
"30063",0,0,1,1
"30065",0,0,0,0
"30067",0,0,0,0
"30073",0,0,0,0
"30081",0,0,0,0
"30083",0,0,0,0
"30085",0,0,0,0
"30093",0,0,0,0
"30095",0,0,0,0
"30101",0,3,6,6
"30107",0,0,0,0
"30111",0,0,0,2
"31001",0,0,0,8
"31003",0,0,0,0
"31013",0,0,0,0
"31019",0,0,1,1
"31021",0,0,0,0
"31023",0,0,0,0
"31025",0,0,0,0
"31027",0,0,0,0
"31031",0,0,0,0
"31033",0,0,0,0
"31035",0,0,0,0
"31037",0,0,0,4
"31039",0,0,0,0
"31041",1,2,3,4
"31043",0,0,7,30
"31047",0,0,0,7
"31051",0,0,0,1
"31053",0,0,0,1
"31055",0,0,0,8
"31059",0,0,0,1
"31061",0,0,0,0
"31065",0,0,0,1
"31067",1,1,2,4
"31073",0,0,0,0
"31077",0,0,0,0
"31079",0,1,21,40
"31081",0,0,8,13
"31093",0,0,0,4
"31095",0,0,0,0
"31097",0,0,0,0
"31099",0,0,0,0
"31105",0,0,0,0
"31107",0,0,0,0
"31109",0,0,1,6
"31111",0,0,1,2
"31119",0,1,2,3
"31121",0,0,0,0
"31123",0,0,0,0
"31125",0,0,0,0
"31127",0,0,0,0
"31131",0,0,0,0
"31137",0,0,0,0
"31139",0,0,0,0
"31141",0,0,0,1
"31143",0,0,0,0
"31145",0,0,0,0
"31151",0,0,0,2
"31153",0,0,0,1
"31155",0,0,0,1
"31157",0,0,0,0
"31159",0,0,1,1
"31163",0,0,0,0
"31167",0,0,0,0
"31173",0,0,0,1
"31175",0,0,0,0
"31177",0,0,1,1
"31179",0,0,0,0
"31181",0,0,0,0
"31185",0,0,0,0
"32001",0,1,1,1
"32003",0,0,39,218
"32005",0,0,0,0
"32007",0,0,1,1
"32013",0,0,2,4
"32015",0,0,0,0
"32019",0,0,0,0
"32021",0,0,0,0
"32023",0,0,0,1
"32031",0,0,4,33
"32033",0,0,0,0
"32510",0,0,0,2
"33001",0,0,0,0
"33003",0,0,0,0
"33005",0,0,2,2
"33007",0,0,0,0
"33009",0,0,0,0
"33011",0,1,15,66
"33013",0,0,3,12
"33015",0,0,1,31
"33017",0,0,0,12
"33019",0,0,1,1
"34001",0,0,13,110
"34003",0,1,120,1202
"34005",0,0,17,190
"34007",0,0,10,163
"34009",0,0,14,41
"34011",0,1,4,53
"34013",0,4,352,1423
"34015",0,0,14,106
"34017",0,0,103,923
"34019",0,0,11,48
"34021",0,0,50,349
"34023",0,0,152,759
"34025",0,1,71,428
"34027",0,1,135,516
"34029",0,0,132,547
"34031",0,0,53,690
"34033",0,1,4,23
"34035",0,3,91,348
"34037",0,1,54,138
"34039",0,0,95,829
"34041",0,1,30,118
"35001",0,0,12,46
"35003",0,0,1,1
"35005",0,0,1,2
"35006",0,0,2,4
"35007",0,0,0,0
"35009",0,0,0,0
"35013",0,0,1,2
"35015",1,1,1,1
"35017",0,0,0,0
"35019",0,0,0,0
"35021",0,0,0,0
"35025",0,0,0,0
"35027",0,0,0,0
"35028",0,0,0,0
"35029",0,0,1,1
"35031",0,0,5,78
"35035",0,0,0,2
"35037",0,1,1,1
"35039",0,0,0,0
"35041",0,0,0,0
"35043",0,0,3,21
"35045",0,0,17,96
"35047",0,0,0,0
"35049",0,0,0,1
"35053",0,0,0,2
"35055",0,0,0,0
"35057",0,0,0,1
"35059",0,0,0,0
"35061",0,0,0,1
"36001",0,0,14,109
"36003",0,0,0,0
"36007",0,1,6,30
"36009",0,0,1,2
"36011",0,0,1,1
"36013",0,1,1,3
"36015",0,0,2,5
"36017",0,0,0,2
"36019",0,0,3,4
"36021",0,1,13,31
"36023",0,0,0,0
"36025",0,0,0,0
"36027",0,0,25,106
"36029",0,0,86,402
"36031",0,0,0,0
"36033",0,0,0,0
"36035",0,0,0,11
"36037",0,0,2,3
"36039",0,0,0,2
"36041",0,0,0,0
"36043",0,0,1,1
"36045",0,0,0,0
"36049",0,0,0,0
"36051",0,0,1,4
"36053",0,0,3,3
"36055",0,0,31,139
"36057",0,0,1,3
"36059",0,0,138,2194
"36063",0,0,8,39
"36065",0,0,4,38
"36067",0,0,15,77
"36069",0,0,2,7
"36071",0,0,91,315
"36073",0,0,1,19
"36075",0,2,0,0
"36077",0,1,5,6
"36079",0,0,25,58
"36083",0,0,8,30
"36087",0,1,69,380
"36089",0,0,1,2
"36091",0,0,1,3
"36093",0,0,10,26
"36095",0,0,0,0
"36097",0,0,0,0
"36099",0,0,1,0
"36101",0,0,7,18
"36103",0,3,237,1574
"36105",0,0,7,24
"36107",0,0,0,15
"36109",0,0,2,2
"36111",0,0,4,26
"36113",0,0,5,27
"36115",0,0,0,11
"36117",0,0,0,1
"36119",0,0,67,1183
"36121",0,0,3,3
"36123",0,0,1,6
"37001",0,0,0,12
"37003",0,0,0,0
"37005",0,0,0,0
"37007",0,0,0,1
"37009",0,0,0,0
"37013",0,0,0,0
"37015",0,1,1,3
"37017",0,0,0,2
"37019",0,0,2,4
"37021",0,1,3,6
"37023",0,0,8,14
"37025",0,0,2,17
"37027",0,0,0,2
"37029",0,0,0,0
"37031",0,0,2,3
"37033",0,0,0,1
"37035",0,0,1,3
"37037",0,0,0,10
"37039",0,1,1,1
"37041",0,0,0,0
"37043",0,0,0,0
"37045",0,0,2,2
"37047",0,1,8,22
"37049",0,0,1,4
"37051",0,0,3,13
"37053",0,0,0,0
"37055",0,1,1,1
"37057",0,0,2,10
"37059",0,0,2,2
"37061",0,0,0,12
"37063",0,0,2,37
"37065",0,0,1,9
"37067",0,0,3,5
"37069",0,0,7,20
"37071",0,0,3,6
"37073",0,0,0,1
"37077",0,0,5,6
"37079",0,0,0,2
"37081",0,0,10,47
"37083",0,0,1,1
"37085",0,0,2,15
"37087",0,0,0,0
"37089",0,0,13,41
"37091",0,0,1,1
"37093",0,0,0,0
"37097",0,0,2,5
"37099",0,0,1,1
"37101",0,0,4,17
"37103",0,1,2,3
"37105",0,0,0,3
"37107",0,0,1,7
"37109",0,0,0,0
"37111",0,0,0,1
"37113",0,1,1,1
"37115",0,0,0,0
"37117",0,0,0,4
"37119",0,0,10,63
"37121",0,0,0,0
"37123",0,1,1,3
"37125",0,0,0,10
"37127",0,0,1,3
"37129",0,0,1,3
"37131",0,0,2,12
"37133",0,0,1,2
"37135",0,0,3,36
"37137",0,0,0,0
"37139",0,0,0,7
"37141",0,0,0,1
"37143",0,0,0,2
"37145",0,0,0,1
"37147",0,0,1,2
"37149",0,0,0,4
"37151",0,0,2,7
"37153",0,1,2,3
"37155",0,0,0,12
"37157",0,2,2,2
"37159",0,1,12,27
"37161",0,0,6,7
"37163",0,0,0,1
"37165",0,0,0,0
"37167",0,0,3,4
"37169",0,0,0,0
"37171",0,0,0,1
"37175",0,0,0,0
"37177",0,0,0,0
"37179",0,0,4,17
"37181",0,0,1,18
"37183",0,0,0,18
"37185",0,0,0,2
"37187",0,0,2,3
"37189",0,0,0,0
"37191",0,0,1,13
"37193",0,1,1,5
"37195",0,0,3,9
"37197",0,0,1,2
"38003",0,0,0,0
"38011",0,0,0,0
"38013",0,0,0,0
"38015",0,0,0,0
"38017",0,0,2,32
"38023",0,0,0,0
"38025",0,0,0,0
"38027",0,0,0,0
"38029",0,1,1,1
"38031",0,0,0,0
"38035",0,0,0,3
"38037",0,0,0,0
"38049",0,1,1,1
"38051",0,0,0,0
"38053",0,0,0,0
"38055",0,0,0,0
"38059",0,0,2,2
"38061",0,0,0,0
"38063",0,0,0,0
"38065",0,0,0,0
"38067",0,0,0,0
"38069",0,0,0,0
"38071",0,0,0,1
"38073",0,0,0,0
"38077",0,0,0,0
"38079",0,0,0,0
"38081",0,0,0,0
"38085",0,0,0,0
"38087",0,0,0,0
"38089",0,0,2,2
"38093",0,0,0,0
"38099",0,0,0,0
"38101",0,0,0,1
"38103",0,0,0,0
"38105",0,0,0,0
"39001",0,0,0,1
"39003",0,0,18,31
"39005",0,0,0,0
"39007",0,0,4,26
"39009",0,1,1,1
"39011",0,0,3,3
"39013",0,0,2,7
"39015",0,1,1,1
"39017",0,0,2,14
"39019",0,0,0,2
"39021",0,0,1,1
"39023",0,0,0,3
"39025",0,0,1,5
"39027",0,0,0,0
"39029",0,1,13,43
"39031",0,0,0,0
"39033",0,0,0,3
"39035",0,0,19,136
"39037",0,0,10,16
"39039",0,0,0,1
"39041",0,0,3,5
"39043",1,1,2,3
"39045",0,0,2,3
"39047",0,0,0,0
"39049",0,2,14,138
"39051",0,0,0,0
"39053",0,1,1,1
"39055",0,0,3,23
"39057",0,1,2,5
"39059",0,0,0,1
"39061",0,0,30,111
"39063",0,0,1,1
"39065",0,0,0,0
"39067",0,0,0,0
"39069",0,0,0,0
"39071",0,0,0,1
"39073",0,0,1,6
"39075",0,0,1,1
"39077",0,0,1,1
"39079",0,0,0,0
"39081",0,0,1,2
"39083",0,0,1,1
"39085",0,0,6,8
"39087",0,0,0,0
"39089",0,0,4,9
"39091",0,0,0,0
"39093",0,0,5,46
"39095",0,1,21,187
"39097",0,2,3,7
"39099",0,1,41,145
"39101",0,0,1,15
"39103",0,0,8,17
"39105",0,0,0,0
"39107",0,0,1,3
"39109",0,4,22,30
"39111",0,0,0,14
"39113",0,0,8,13
"39115",0,0,0,0
"39117",0,0,1,1
"39119",0,0,0,0
"39121",0,0,0,0
"39123",0,0,0,7
"39125",0,0,0,0
"39127",0,0,0,1
"39129",0,0,5,35
"39131",0,0,0,0
"39133",0,1,24,55
"39135",0,0,1,1
"39137",0,0,10,14
"39139",0,0,1,2
"39141",0,0,1,2
"39143",0,0,2,9
"39145",0,0,0,0
"39147",0,1,1,2
"39149",0,0,1,2
"39151",0,0,8,67
"39153",0,0,14,86
"39155",0,0,8,35
"39157",0,0,0,1
"39159",0,0,0,0
"39161",0,0,0,0
"39165",0,0,8,15
"39167",0,0,6,17
"39169",0,0,18,50
"39171",0,0,1,1
"39173",0,0,12,43
"39175",0,0,2,2
"40001",0,0,3,3
"40003",0,0,0,0
"40005",0,0,0,0
"40007",0,0,0,0
"40009",0,0,0,0
"40013",0,0,1,1
"40015",0,0,6,10
"40017",0,0,3,3
"40019",0,0,0,1
"40021",0,0,1,1
"40023",0,0,0,0
"40025",0,0,0,0
"40027",0,1,17,33
"40031",0,0,1,3
"40033",0,0,1,2
"40035",0,0,0,0
"40037",0,1,5,7
"40039",0,0,0,0
"40041",0,0,9,16
"40043",0,0,0,0
"40047",0,0,1,1
"40049",0,0,0,1
"40051",0,0,1,2
"40053",0,0,0,0
"40055",1,4,6,7
"40059",0,0,0,0
"40061",0,0,0,0
"40065",0,0,0,1
"40067",0,0,0,0
"40069",0,0,0,0
"40071",0,0,3,7
"40073",0,0,0,0
"40075",0,0,0,0
"40077",0,1,1,1
"40079",0,0,0,1
"40081",0,0,0,2
"40083",0,0,0,1
"40085",0,0,0,0
"40087",0,0,0,2
"40089",0,0,0,1
"40091",0,0,0,1
"40093",0,0,1,1
"40095",0,0,0,0
"40097",0,1,3,4
"40099",0,0,0,0
"40101",0,1,3,6
"40103",0,0,0,0
"40105",0,0,0,0
"40107",0,0,0,0
"40109",0,0,19,43
"40111",0,0,0,0
"40113",0,1,8,8
"40115",0,0,1,2
"40117",0,1,2,2
"40119",0,0,0,1
"40121",0,0,2,3
"40123",0,0,1,2
"40125",0,0,4,4
"40127",0,0,0,0
"40131",0,0,3,5
"40133",0,1,1,2
"40135",0,1,3,3
"40137",0,1,1,1
"40139",0,0,1,5
"40141",0,0,0,1
"40143",0,0,8,34
"40145",0,2,12,17
"40147",0,0,6,30
"40151",0,0,0,0
"40153",0,0,0,0
"41003",0,0,3,5
"41005",0,0,3,9
"41007",0,0,0,0
"41009",0,0,0,0
"41011",0,0,0,0
"41013",0,0,0,0
"41015",0,0,0,0
"41017",0,0,0,0
"41019",0,0,0,0
"41023",0,0,0,0
"41027",0,0,0,0
"41029",0,0,0,0
"41031",0,0,0,0
"41033",0,0,1,1
"41035",0,0,0,0
"41039",1,1,1,2
"41041",0,0,0,0
"41043",0,0,4,8
"41045",0,0,0,0
"41047",0,0,6,19
"41049",0,0,0,0
"41051",0,1,10,52
"41053",0,0,1,5
"41055",0,0,0,0
"41057",0,0,0,0
"41059",0,0,0,1
"41061",0,0,0,0
"41063",0,0,0,0
"41065",0,0,0,1
"41067",0,0,3,11
"41071",0,0,6,7
"42001",0,0,1,6
"42003",0,1,19,127
"42005",0,0,2,2
"42007",0,0,14,83
"42009",0,0,1,2
"42011",0,0,31,208
"42013",0,0,0,1
"42015",0,0,5,3
"42017",0,0,28,336
"42019",0,2,5,12
"42021",0,0,2,2
"42023",0,0,0,0
"42025",0,1,11,22
"42027",0,0,1,5
"42029",0,0,15,187
"42031",0,0,1,2
"42033",0,0,0,0
"42035",0,0,0,3
"42037",0,0,7,29
"42039",0,0,0,0
"42041",0,0,3,33
"42043",0,1,9,51
"42045",0,0,13,258
"42047",0,0,0,0
"42049",0,0,1,4
"42051",0,0,3,4
"42053",0,0,0,0
"42055",0,0,0,25
"42057",0,0,0,1
"42059",0,0,0,0
"42061",0,0,0,1
"42063",0,0,4,5
"42065",0,0,0,0
"42067",0,0,0,4
"42069",0,2,28,147
"42071",0,1,85,258
"42073",0,2,6,8
"42075",0,0,2,19
"42077",0,0,19,129
"42079",0,0,21,123
"42081",0,0,2,13
"42083",0,0,0,1
"42085",0,0,1,4
"42087",0,0,0,1
"42089",0,0,12,63
"42091",0,0,22,443
"42093",0,0,0,0
"42095",0,1,21,158
"42097",0,0,0,3
"42099",0,1,1,1
"42101",0,0,86,875
"42103",0,0,6,21
"42105",0,0,0,0
"42107",0,0,5,21
"42109",0,1,1,1
"42111",0,0,0,0
"42113",0,0,0,0
"42115",0,0,4,15
"42117",0,0,2,2
"42119",0,0,0,1
"42121",0,0,0,0
"42123",0,0,1,0
"42125",0,0,0,4
"42127",0,0,0,5
"42129",0,0,19,32
"42131",0,0,2,7
"42133",0,0,4,15
"44001",0,0,0,1
"44003",0,0,0,46
"44005",0,0,0,4
"44007",0,7,20,342
"44009",0,0,0,32
"45001",0,0,0,0
"45003",0,0,4,7
"45005",0,0,1,3
"45007",0,0,5,8
"45009",0,0,0,0
"45011",0,0,0,1
"45013",0,0,6,12
"45015",0,0,3,15
"45017",0,0,1,1
"45019",0,0,1,7
"45021",0,0,0,2
"45023",0,0,0,0
"45025",0,0,0,1
"45027",0,1,6,34
"45029",0,0,1,8
"45031",0,0,0,5
"45033",0,0,0,2
"45035",0,0,1,3
"45037",0,0,0,2
"45039",0,0,0,7
"45041",1,3,8,29
"45043",0,0,2,3
"45045",0,0,10,46
"45047",0,0,0,1
"45049",0,0,0,1
"45051",0,1,7,18
"45053",0,0,1,1
"45055",0,0,2,10
"45057",0,0,0,4
"45059",0,0,1,3
"45061",0,0,4,11
"45063",0,1,6,24
"45065",0,1,1,1
"45067",0,1,1,5
"45069",0,0,0,0
"45071",0,0,1,1
"45073",0,0,0,0
"45075",0,0,0,2
"45077",0,0,0,3
"45079",0,0,12,60
"45081",0,0,0,0
"45083",0,0,1,12
"45085",0,2,6,17
"45087",0,0,0,0
"45089",0,0,0,10
"45091",0,0,3,5
"46003",0,0,0,0
"46005",0,0,1,2
"46009",0,0,0,0
"46011",0,0,0,0
"46013",0,0,0,0
"46023",0,0,0,0
"46025",0,0,0,0
"46027",0,0,0,0
"46029",0,0,0,0
"46031",0,0,0,0
"46035",1,1,1,1
"46039",0,0,0,0
"46043",0,0,0,0
"46047",0,0,0,0
"46049",0,0,0,0
"46057",0,0,0,0
"46059",0,0,0,0
"46065",0,0,0,0
"46067",0,0,0,0
"46069",0,0,0,0
"46073",0,0,1,1
"46079",0,0,0,0
"46081",0,0,0,0
"46083",0,0,0,0
"46085",0,0,0,0
"46087",0,0,1,1
"46089",0,0,0,0
"46091",0,0,0,0
"46093",0,0,0,0
"46097",0,0,0,0
"46099",0,0,0,26
"46101",0,0,0,0
"46102",0,0,0,0
"46103",0,0,0,1
"46109",0,0,0,0
"46111",0,0,0,0
"46115",0,0,0,0
"46117",0,0,0,0
"46119",0,0,0,0
"46121",0,0,0,0
"46125",0,0,0,0
"46127",0,0,0,0
"46129",0,0,0,0
"46135",0,0,0,0
"47001",0,0,1,1
"47003",0,0,2,4
"47005",0,0,1,1
"47007",0,0,0,1
"47009",0,0,3,3
"47011",0,0,1,1
"47013",0,0,0,1
"47015",0,0,0,0
"47017",0,0,0,1
"47019",0,0,1,1
"47021",0,0,0,0
"47023",0,0,0,0
"47025",0,0,0,0
"47027",0,0,0,0
"47029",0,0,0,0
"47031",0,0,0,0
"47033",0,0,1,3
"47035",0,0,0,1
"47037",0,0,7,33
"47039",0,0,0,0
"47041",0,0,0,0
"47043",0,0,0,0
"47045",0,0,0,0
"47047",0,0,1,2
"47049",0,0,0,0
"47051",0,0,1,1
"47053",0,0,0,1
"47055",0,0,0,0
"47057",0,0,0,0
"47059",0,0,2,2
"47061",0,0,1,1
"47063",0,0,1,2
"47065",0,0,10,13
"47069",0,0,0,0
"47071",0,0,0,2
"47073",0,1,2,2
"47075",0,0,1,2
"47077",0,0,0,0
"47079",0,0,0,0
"47081",0,0,0,0
"47083",0,0,0,0
"47085",0,0,1,1
"47087",0,0,0,0
"47089",0,0,0,0
"47091",0,0,0,0
"47093",0,0,4,5
"47095",0,0,0,0
"47097",0,0,0,1
"47099",0,0,0,0
"47101",0,0,0,0
"47103",0,0,0,0
"47105",0,0,0,0
"47107",0,0,0,12
"47109",0,0,0,0
"47111",0,0,3,3
"47113",0,0,1,2
"47115",0,0,1,1
"47117",0,0,1,1
"47119",0,0,1,0
"47121",0,0,0,0
"47123",0,0,1,2
"47125",0,0,2,2
"47127",0,0,0,0
"47129",0,0,0,0
"47131",0,1,1,1
"47133",0,0,0,0
"47135",0,0,0,0
"47139",0,0,0,0
"47141",0,0,2,5
"47143",0,0,0,0
"47145",0,0,0,0
"47147",0,0,0,0
"47149",0,0,6,14
"47151",0,0,0,0
"47153",0,0,0,0
"47155",0,0,0,2
"47157",0,0,13,64
"47159",0,0,1,1
"47161",0,0,0,0
"47163",0,0,1,1
"47165",0,0,28,41
"47167",0,0,0,2
"47169",0,1,1,4
"47171",0,0,0,0
"47173",0,0,0,0
"47175",0,0,0,0
"47177",0,0,0,0
"47179",0,0,0,0
"47181",0,0,0,0
"47183",0,0,0,0
"47185",0,0,0,0
"47187",0,0,3,9
"47189",0,0,1,8
"48001",0,0,0,0
"48003",0,0,0,0
"48005",0,0,0,2
"48007",0,0,0,0
"48011",0,0,0,0
"48013",0,0,1,1
"48015",0,0,0,0
"48019",0,0,0,0
"48021",0,0,2,2
"48025",0,0,0,0
"48027",0,0,3,3
"48029",0,0,0,24
"48031",0,0,0,0
"48035",0,0,0,0
"48037",0,0,5,11
"48039",0,0,2,9
"48041",0,0,13,18
"48047",0,0,0,0
"48049",0,0,1,7
"48051",0,0,0,0
"48053",0,0,0,0
"48055",0,0,0,0
"48057",0,0,2,3
"48059",0,0,0,1
"48061",0,0,5,27
"48063",0,0,0,0
"48065",0,0,0,0
"48067",0,0,2,0
"48069",0,0,1,1
"48071",0,0,0,0
"48073",0,0,1,2
"48075",0,0,0,0
"48077",0,0,0,0
"48079",0,0,0,0
"48085",0,1,4,24
"48089",0,0,0,0
"48091",0,2,6,6
"48093",0,0,1,1
"48095",0,0,0,0
"48097",0,0,0,0
"48099",0,0,1,2
"48101",0,0,1,1
"48103",0,0,0,0
"48107",0,1,1,1
"48111",0,0,1,0
"48113",0,1,20,135
"48115",0,0,1,1
"48117",0,0,0,7
"48119",0,0,0,0
"48121",0,0,13,25
"48123",0,0,0,1
"48125",0,0,0,0
"48127",0,0,0,0
"48129",0,0,0,0
"48131",0,0,0,0
"48133",0,0,0,0
"48135",0,0,4,5
"48139",0,0,3,11
"48141",0,0,2,33
"48143",0,1,1,1
"48145",0,0,0,0
"48147",0,0,0,2
"48149",0,0,0,2
"48153",0,0,0,0
"48157",0,0,2,27
"48159",0,0,0,0
"48161",0,0,0,0
"48163",0,0,0,0
"48165",0,0,0,0
