"","Day_1","Day_10","Day_30","Day_60"
"26009",2,6,9,12
"26011",1,4,18,34
"26013",1,1,1,1
"26015",1,1,25,58
"26017",1,1,53,204
"26019",2,4,4,5
"26021",2,32,158,538
"26023",2,24,841,904
"26025",1,17,141,308
"26027",1,7,26,77
"26029",1,2,11,13
"26031",1,10,17,21
"26033",1,1,2,3
"26035",1,1,8,15
"26037",1,13,103,134
"26039",1,1,45,58
"26041",1,8,13,17
"26043",1,3,3,5
"26045",2,8,87,163
"26047",1,5,21,21
"26049",1,110,1197,1866
"26051",1,2,9,17
"26053",1,3,4,5
"26055",1,7,19,23
"26057",1,4,8,77
"26059",1,24,97,168
"26061",1,1,2,5
"26063",1,4,11,42
"26065",1,11,239,579
"26067",2,6,39,146
"26069",1,1,21,77
"26073",2,8,54,67
"26075",1,17,409,1416
"26077",3,30,201,762
"26079",1,7,17,18
"26081",3,21,250,2284
"26085",1,2,2,7
"26087",1,21,172,466
"26089",1,1,4,9
"26091",1,24,90,861
"26093",3,41,275,393
"26095",1,1,2,4
"26097",1,4,6,8
"26099",1,140,3164,6172
"26101",1,1,11,20
"26103",1,7,35,53
"26105",1,4,14,38
"26107",1,4,14,19
"26109",1,1,6,8
"26111",1,8,42,70
"26113",1,1,14,16
"26115",1,7,183,399
"26117",1,1,20,46
"26119",1,6,5,5
"26121",1,18,160,552
"26123",1,1,10,71
"26125",1,105,4007,7664
"26127",1,3,4,82
"26129",1,2,8,20
"26133",1,3,8,10
"26135",2,3,4,5
"26137",1,7,35,99
"26139",1,15,69,444
"26141",1,2,11,11
"26143",1,1,11,21
"26145",1,36,405,941
"26147",1,7,179,357
"26149",3,16,30,110
"26151",1,10,34,39
"26153",1,3,4,4
"26155",1,22,130,235
"26157",1,5,61,173
"26159",2,12,35,121
"26161",2,29,659,1346
"26163",1,119,9626,17844
"26165",1,2,7,11
"27001",1,1,3,13
"27003",1,5,46,477
"27005",1,1,25,45
"27007",1,6,6,12
"27009",1,1,1,109
"27011",1,1,1,3
"27013",1,5,22,71
"27015",2,7,8,14
"27017",1,15,55,73
"27019",1,1,10,51
"27021",1,1,4,10
"27023",1,2,34,62
"27025",1,2,7,37
"27027",1,4,48,310
"27029",1,2,2,3
"27033",1,5,9,65
"27035",1,13,20,68
"27037",1,7,85,430
"27039",1,8,18,39
"27041",1,1,2,39
"27043",1,3,4,12
"27045",2,6,11,17
"27047",2,21,34,115
"27049",1,5,19,50
"27053",1,52,415,3558
"27055",1,1,1,2
"27059",1,4,6,33
"27061",1,2,2,54
"27063",1,1,2,36
"27067",1,2,12,454
"27069",1,1,1,1
"27071",1,1,1,8
"27073",1,1,1,3
"27079",1,15,22,36
"27081",1,1,2,5
"27083",1,5,6,43
"27085",1,2,4,37
"27087",1,1,1,5
"27089",1,1,8,12
"27091",2,12,39,114
"27093",1,1,9,44
"27095",1,1,8,28
"27097",1,1,27,54
"27099",1,11,25,58
"27101",1,1,20,40
"27103",1,3,7,28
"27105",1,60,1230,1597
"27107",1,7,11,17
"27109",1,11,114,363
"27111",1,2,8,62
"27113",1,1,3,50
"27115",1,9,61,93
"27117",1,1,4,12
"27119",1,1,41,61
"27123",1,8,79,535
"27125",1,1,2,4
"27127",1,1,3,7
"27129",1,1,3,6
"27131",1,2,6,221
"27133",2,5,19,23
"27135",1,1,1,3
"27137",1,12,48,107
"27139",1,8,23,238
"27141",1,8,13,183
"27143",1,1,1,12
"27145",2,4,7,1405
"27147",2,6,9,115
"27151",1,1,2,19
"27153",2,3,38,364
"27155",2,2,2,3
"27157",1,6,8,16
"27161",1,2,3,16
"27163",1,10,80,266
"27165",1,4,7,64
"27167",1,2,11,11
"27169",2,11,62,77
"27171",1,3,16,110
"27173",1,2,3,6
"28001",1,7,73,173
"28003",1,6,10,14
"28005",1,6,23,53
"28007",1,10,36,259
"28009",1,5,9,14
"28011",2,9,74,130
"28013",1,4,43,60
"28015",1,7,20,114
"28017",1,13,45,117
"28019",1,7,13,29
"28021",1,3,19,64
"28023",1,8,46,135
"28025",1,4,25,86
"28027",2,18,45,76
"28029",1,4,28,163
"28031",1,6,50,140
"28033",1,63,211,384
"28035",1,4,71,309
"28037",1,3,15,21
"28039",1,3,10,19
"28041",1,3,6,33
"28043",1,3,20,60
"28045",1,5,46,79
"28047",1,31,129,214
"28049",2,31,259,698
"28051",1,13,54,293
"28053",1,2,12,46
"28057",3,3,21,79
"28059",1,16,182,283
"28061",1,10,42,157
"28063",1,3,8,40
"28065",4,8,51,84
"28067",1,3,56,337
"28069",1,5,40,127
"28071",1,13,40,109
"28073",1,6,76,210
"28075",3,61,268,678
"28077",1,5,14,78
"28079",1,5,77,364
"28081",1,21,54,93
"28083",1,8,44,185
"28085",1,11,101,218
"28087",4,10,32,132
"28089",1,25,116,526
"28091",1,6,47,100
"28093",1,13,39,67
"28095",1,3,38,209
"28097",1,7,15,75
"28099",1,9,119,514
"28101",1,4,33,214
"28103",1,4,24,152
"28105",2,17,43,110
"28107",1,6,35,52
"28109",1,10,82,190
"28111",1,2,20,36
"28113",1,14,97,178
"28115",1,5,18,26
"28117",1,9,29,37
"28119",2,5,14,24
"28121",3,35,130,287
"28123",1,7,96,524
"28125",1,3,4,7
"28127",1,2,21,78
"28129",1,1,39,115
"28131",1,14,22,32
"28133",2,11,47,70
"28135",1,2,8,23
"28137",1,11,34,56
"28139",3,23,46,69
"28141",1,2,7,30
"28143",1,12,31,45
"28145",1,3,11,65
"28147",1,5,22,46
"28149",1,7,50,158
"28151",1,18,71,128
"28153",1,8,23,204
"28155",1,5,15,22
"28157",1,11,53,78
"28159",1,4,27,81
"28161",3,9,17,82
"28163",1,4,81,188
"29001",2,3,12,34
"29003",1,1,8,33
"29005",1,1,2,3
"29007",1,1,2,122
"29009",1,1,6,9
"29013",1,1,6,7
"29015",1,3,4,10
"29017",1,1,4,6
"29019",1,25,90,100
"29021",2,8,48,628
"29023",1,10,25,32
"29025",1,1,3,5
"29027",1,17,21,23
"29029",1,17,35,36
"29031",1,15,40,57
"29033",1,2,7,11
"29035",1,3,3,5
"29037",1,8,44,73
"29039",5,8,5,9
"29041",1,4,5,5
"29043",2,7,17,21
"29045",1,1,1,1
"29047",3,21,61,127
"29049",1,5,11,16
"29051",1,8,41,55
"29053",1,2,5,9
"29055",1,5,7,8
"29059",1,2,2,4
"29061",1,2,3,7
"29063",1,3,3,6
"29069",1,3,19,26
"29071",1,19,102,137
"29073",1,2,2,2
"29075",1,1,1,43
"29077",1,10,71,93
"29081",1,4,6,9
"29083",1,1,4,9
"29087",1,1,1,1
"29089",1,2,2,3
"29091",1,4,5,7
"29093",1,2,2,2
"29095",2,31,243,425
"29097",1,4,22,27
"29099",4,47,238,334
"29101",1,9,48,72
"29107",1,20,30,69
"29111",1,6,7,7
"29113",2,17,43,80
"29115",1,3,5,9
"29117",1,1,2,3
"29119",1,2,5,15
"29121",1,2,2,3
"29123",1,1,2,3
"29125",1,2,2,2
"29127",1,5,5,8
"29131",1,1,4,4
"29133",1,29,50,77
"29135",1,2,25,44
"29139",1,3,7,8
"29141",1,1,3,9
"29143",1,6,9,21
"29145",1,6,10,18
"29147",1,2,4,13
"29149",1,1,2,2
"29151",1,4,5,5
"29155",1,3,17,72
"29157",1,18,38,48
"29159",1,2,25,69
"29161",1,1,3,5
"29163",1,4,9,17
"29165",2,13,28,66
"29167",1,1,1,4
"29169",1,5,26,36
"29173",1,1,1,2
"29175",1,4,8,8
"29177",1,4,10,16
"29179",2,2,2,2
"29181",1,2,5,7
"29183",1,32,405,695
"29185",2,2,2,2
"29186",2,6,7,11
"29187",1,5,24,30
"29189",1,4,883,3467
"29195",2,22,193,268
"29199",1,4,4,9
"29201",1,3,49,87
"29205",1,1,1,1
"29207",1,7,19,70
"29209",1,3,3,4
"29213",1,2,9,12
"29217",1,4,4,11
"29219",1,9,22,26
"29221",1,4,9,13
"29225",1,3,13,17
"29227",1,1,1,4
"29229",1,7,9,11
"29510",1,72,706,1631
"30001",1,1,1,1
"30003",1,3,3,39
"30007",1,3,4,4
"30009",1,6,6,6
"30013",3,7,13,17
"30023",1,3,3,3
"30029",1,6,37,37
"30031",1,10,135,149
"30035",1,3,6,6
"30037",1,3,3,3
"30041",1,1,1,1
"30043",1,2,2,3
"30047",1,4,5,5
"30049",1,3,16,16
"30051",1,1,1,1
"30053",1,6,7,7
"30057",1,3,8,8
"30059",1,1,1,1
"30063",2,6,30,39
"30065",1,1,1,1
"30067",1,6,7,8
"30073",1,2,2,2
"30081",1,1,5,6
"30083",2,3,3,3
"30085",1,1,6,7
"30093",1,2,11,11
"30095",1,1,1,1
"30101",1,15,29,29
"30107",1,1,1,1
"30111",1,6,57,82
"31001",1,2,73,251
"31003",1,1,2,8
"31013",1,1,1,3
"31019",1,5,49,136
"31021",1,1,5,10
"31023",1,2,29,51
"31025",1,1,3,11
"31027",2,4,7,11
"31031",1,1,1,1
"31033",1,3,7,9
"31035",1,4,14,24
"31037",1,4,116,617
"31039",1,2,6,31
"31041",1,19,32,36
"31043",2,73,1452,1721
"31047",1,1,172,812
"31051",1,5,27,39
"31053",1,5,41,351
"31055",10,13,33,280
"31059",1,1,5,13
"31061",2,3,5,6
"31065",1,2,6,9
"31067",1,25,38,45
"31073",1,1,8,13
"31077",1,2,2,3
"31079",1,40,760,1465
"31081",2,10,48,60
"31093",2,11,32,45
"31095",1,4,6,9
"31097",1,1,4,6
"31099",1,1,4,11
"31105",1,9,10,10
"31107",1,2,2,8
"31109",1,6,73,892
"31111",1,3,17,43
"31119",1,4,15,296
"31121",1,2,16,32
"31123",1,1,10,11
"31125",1,1,4,4
"31127",1,1,1,2
"31131",1,1,2,7
"31137",1,1,9,20
"31139",1,1,1,6
"31141",1,5,27,534
"31143",1,5,9,11
"31145",1,2,5,5
"31151",1,20,392,518
"31153",1,7,46,309
"31155",1,3,6,25
"31157",1,6,27,75
"31159",1,1,12,29
"31163",1,2,2,5
"31167",1,1,11,21
"31173",1,6,28,73
"31175",1,1,3,8
"31177",2,19,21,26
"31179",1,1,2,26
"31181",1,2,5,5
"31185",1,2,11,35
"32001",1,3,6,10
"32003",1,16,1279,4274
"32005",1,6,15,26
"32007",1,3,12,20
"32013",1,14,36,78
"32015",1,7,19,24
"32019",1,2,22,51
"32021",1,1,4,4
"32023",1,1,28,56
"32031",1,4,229,977
"32033",1,3,3,3
"32510",1,3,16,55
"33001",2,9,24,51
"33003",1,7,29,39
"33005",1,3,28,48
"33007",1,2,2,5
"33009",1,3,35,50
"33011",1,20,398,1592
"33013",1,11,85,278
"33015",1,10,230,888
"33017",1,22,94,240
"33019",1,4,10,16
"34001",3,14,344,1716
"34003",1,17,4099,15974
"34005",2,14,801,3431
"34007",1,2,481,4073
"34009",1,7,189,503
"34011",1,11,272,1679
"34013",1,107,6580,15524
"34015",2,33,602,1788
"34017",1,34,4949,16354
"34019",1,25,349,764
"34021",1,50,1567,5426
"34023",2,76,4628,13759
"34025",2,32,2770,6649
"34027",1,64,2771,5854
"34029",1,102,3403,7569
"34031",1,10,3756,13971
"34033",1,12,120,481
"34035",4,117,1911,4159
"34037",2,81,591,1056
"34039",1,26,4358,13781
"34041",1,31,468,1072
"35001",1,23,369,1050
"35003",1,1,1,2
"35005",4,10,21,34
"35006",1,5,35,124
"35007",1,4,5,5
"35009",1,6,10,45
"35013",1,17,67,320
"35015",1,4,11,17
"35017",1,7,14,15
"35019",1,13,19,20
"35021",1,1,1,1
"35025",1,2,2,18
"35027",1,1,2,4
"35028",1,5,6,6
"35029",2,3,7,12
"35031",1,9,356,1953
"35035",1,3,5,211
"35037",1,3,4,4
"35039",2,5,11,36
"35041",1,1,6,36
"35043",2,7,235,474
"35045",1,32,293,1432
"35047",1,1,2,10
"35049",1,7,70,110
"35053",2,2,9,48
"35055",1,3,15,23
"35057",3,7,15,50
"35059",1,3,3,5
"35061",1,7,41,73
"36001",2,88,426,1432
"36003",2,2,28,44
"36007",1,7,126,379
"36009",1,15,45,81
"36011",2,3,36,72
"36013",1,10,26,72
"36015",1,22,75,135
"36017",1,4,73,115
"36019",1,11,45,85
"36021",1,23,105,346
"36023",1,8,25,36
"36025",1,1,39,64
"36027",1,49,1598,3359
"36029",3,107,1624,4606
"36031",1,4,12,40
"36033",1,9,13,20
"36035",1,1,27,182
"36037",1,9,87,180
"36039",2,4,45,206
"36041",1,2,3,5
"36043",1,3,36,79
"36045",1,3,48,71
"36049",2,8,9,20
"36051",1,3,32,107
"36053",1,41,106,292
"36055",1,32,698,1776
"36057",1,3,29,68
"36059",1,79,12024,36780
"36063",3,38,234,818
"36065",2,26,268,772
"36067",1,65,431,1423
"36069",1,9,61,129
"36071",1,163,4532,9558
"36073",2,6,56,175
"36075",1,17,49,92
"36077",1,19,49,67
"36079",2,67,502,1108
"36083",1,32,124,428
"36087",2,13,4872,12095
"36089",1,30,110,195
"36091",2,5,148,368
"36093",1,39,194,575
"36095",1,5,20,47
"36097",1,4,7,11
"36099",2,15,38,57
"36101",2,19,167,236
"36103",1,84,14473,35543
"36105",1,53,424,1189
"36107",1,1,19,107
"36109",1,15,109,132
"36111",1,8,382,1383
"36113",1,8,81,228
"36115",1,6,46,218
"36117",1,12,49,96
"36119",9,157,11566,29626
"36121",1,7,34,77
"36123",2,2,18,39
"37001",3,7,52,236
"37003",1,2,4,30
"37005",1,2,2,14
"37007",1,9,24,63
"37009",1,4,5,36
"37013",2,8,16,32
"37015",2,6,31,109
"37017",1,2,27,105
"37019",1,5,33,50
"37021",1,20,46,182
"37023",2,10,81,266
"37025",1,2,94,352
"37027",1,3,26,105
"37029",1,2,3,23
"37031",1,8,22,35
"37033",1,2,18,55
"37035",1,14,40,117
"37037",1,1,21,383
"37039",4,8,14,20
"37041",1,3,6,17
"37043",1,4,5,5
"37045",1,10,45,67
"37047",1,13,90,304
"37049",1,2,25,57
"37051",2,18,112,505
"37053",1,3,2,13
"37055",1,10,11,22
"37057",1,16,94,293
"37059",1,11,23,55
"37061",1,3,41,597
"37063",1,74,297,932
"37065",1,5,73,190
"37067",2,8,111,373
"37069",4,5,69,124
"37071",1,9,93,201
"37073",1,4,7,23
"37077",1,9,112,208
"37079",3,6,15,65
"37081",1,31,154,776
"37083",2,12,49,151
"37085",2,9,41,228
"37087",1,3,12,48
"37089",1,18,128,298
"37091",1,4,14,65
"37093",1,2,22,148
"37097",1,13,70,170
"37099",2,3,21,55
"37101",1,2,80,205
"37103",3,8,18,26
"37105",1,2,38,341
"37107",1,5,30,182
"37109",1,1,18,45
"37111",2,8,20,37
"37113",1,2,3,70
"37115",1,1,2,7
"37117",2,4,16,65
"37119",2,41,906,2074
"37121",1,4,5,14
"37123",1,8,18,78
"37125",1,2,67,114
"37127",1,9,61,158
"37129",1,13,58,120
"37131",1,33,74,137
"37133",1,1,26,53
"37135",3,29,183,277
"37137",1,3,7,9
"37139",1,2,20,87
"37141",1,5,17,82
"37143",1,2,10,23
"37145",1,4,18,37
"37147",1,15,89,213
"37149",2,8,12,35
"37151",2,19,82,528
"37153",1,15,65,180
"37155",1,3,27,600
"37157",1,9,25,86
"37159",1,17,244,540
"37161",1,25,120,174
"37163",1,1,13,219
"37165",1,2,12,56
"37167",1,5,20,32
"37169",2,9,11,67
"37171",1,3,12,167
"37175",1,5,7,9
"37177",2,4,4,5
"37179",9,42,163,371
"37181",1,4,34,207
"37183",1,8,195,839
"37185",1,3,16,64
"37187",1,7,23,27
"37189",1,2,8,9
"37191",1,1,69,752
"37193",2,4,26,492
"37195",1,3,70,216
"37197",1,9,12,149
"38003",2,2,4,4
"38011",1,1,1,1
"38013",2,2,3,5
"38015",2,23,52,109
"38017",1,8,135,1032
"38023",1,1,1,1
"38025",1,1,10,12
"38027",1,1,1,4
"38029",1,1,1,4
"38031",1,1,1,1
"38035",2,11,234,328
"38037",1,1,1,2
"38049",1,1,1,2
"38051",1,1,1,1
"38053",1,6,13,16
"38055",2,2,3,7
"38059",2,11,21,39
"38061",2,19,33,39
"38063",1,1,1,1
"38065",1,1,1,1
"38067",1,3,6,7
"38069",1,2,2,3
"38071",1,3,3,7
"38073",1,1,9,16
"38077",1,5,8,28
"38079",1,1,3,7
"38081",1,1,3,4
"38085",1,1,1,2
"38087",1,3,3,3
"38089",2,19,40,61
"38093",1,1,12,35
"38099",1,1,3,11
"38101",1,3,19,27
"38103",1,2,2,8
"38105",3,6,10,24
"39001",1,3,5,10
"39003",2,19,106,191
"39005",1,3,5,15
"39007",1,6,64,232
"39009",1,3,3,14
"39011",1,8,30,64
"39013",2,2,50,266
"39015",1,4,11,28
"39017",4,17,117,496
"39019",1,5,16,26
"39021",1,4,7,26
"39023",1,2,23,138
"39025",2,9,72,156
"39027",1,3,26,43
"39029",1,11,161,434
"39031",2,4,16,20
"39033",1,6,36,104
"39035",3,38,911,2591
"39037",1,1,52,102
"39039",2,5,14,28
"39041",1,22,114,257
"39043",1,5,33,124
"39045",2,28,106,229
"39047",1,1,13,34
"39049",1,46,943,4002
"39051",2,5,19,36
"39053",1,1,6,8
"39055",1,4,69,206
"39057",1,6,39,85
"39059",1,5,15,35
"39061",2,71,658,2047
"39063",1,5,30,46
"39065",1,4,25,61
"39067",1,2,8,10
"39069",1,3,6,19
"39071",1,3,8,16
"39073",2,4,20,73
"39075",1,3,5,29
"39077",1,3,16,40
"39079",2,3,7,15
"39081",1,14,33,62
"39083",1,4,13,23
"39085",1,19,124,214
"39087",1,4,22,28
"39089",1,21,102,190
"39091",1,3,13,32
"39093",1,24,176,560
"39095",1,11,514,1858
"39097",1,9,30,105
"39099",1,51,486,1185
"39101",1,6,983,2513
"39103",1,15,112,205
"39105",1,2,3,6
"39107",1,6,16,178
"39109",1,32,127,327
"39111",2,2,4,79
"39113",1,20,222,504
"39115",1,2,5,5
"39117",1,8,42,107
"39119",1,4,12,45
"39121",1,3,5,6
"39123",1,5,37,92
"39125",1,5,8,14
"39127",1,6,12,18
"39129",1,13,1661,2038
"39131",1,1,3,6
"39133",1,38,180,298
"39135",1,8,25,33
"39137",1,4,71,95
"39139",1,5,50,159
"39141",1,10,36,67
"39143",1,5,17,63
"39145",1,4,13,17
"39147",1,4,11,17
"39149",1,12,30,41
"39151",1,6,120,479
"39153",2,28,257,930
"39155",1,3,149,406
"39157",1,2,27,223
"39159",1,3,12,37
"39161",1,2,3,6
"39165",2,20,112,283
"39167",1,3,69,116
"39169",1,18,88,248
"39171",1,3,36,55
"39173",1,15,84,254
"39175",1,5,24,36
"40001",2,14,50,82
"40003",1,1,1,1
"40005",1,1,1,3
"40007",1,1,15,24
"40009",1,1,5,6
"40013",1,3,6,21
"40015",1,4,53,146
"40017",1,5,62,116
"40019",1,1,2,22
"40021",1,12,26,28
"40023",1,2,3,21
"40025",1,1,1,1
"40027",1,22,267,458
"40031",3,37,76,270
"40033",1,4,5,5
"40035",1,3,9,15
"40037",5,39,71,89
"40039",1,3,7,12
"40041",1,11,89,99
"40043",1,2,2,3
"40047",2,5,11,26
"40049",1,4,10,15
"40051",1,2,19,64
"40053",1,2,2,2
"40055",2,46,65,66
"40059",1,1,1,1
"40061",1,5,5,6
"40065",1,1,7,20
"40067",1,1,2,4
"40069",2,3,3,4
"40071",1,5,45,49
"40073",2,5,8,11
"40075",1,1,5,6
"40077",1,4,4,5
"40079",1,1,9,14
"40081",1,7,10,21
"40083",1,3,9,18
"40085",1,2,2,15
"40087",1,2,21,86
"40089",1,3,8,41
"40091",1,2,10,16
"40093",1,1,3,6
"40095",1,1,2,9
"40097",1,5,19,29
"40099",1,1,2,6
"40101",1,8,26,30
"40103",1,4,6,7
"40105",1,9,20,23
"40107",1,1,1,5
"40109",1,26,425,954
"40111",2,11,16,23
"40113",1,22,68,94
"40115",1,10,29,35
"40117",1,10,27,29
"40119",1,3,29,44
"40121",2,6,21,40
"40123",1,5,10,11
"40125",1,11,38,56
"40127",1,1,2,10
"40131",1,17,47,79
"40133",1,3,8,23
"40135",1,4,11,14
"40137",1,8,19,37
"40139",1,3,85,902
"40141",1,1,14,23
"40143",1,3,221,639
"40145",1,24,112,143
"40147",1,14,133,303
"40151",1,3,3,5
"40153",1,1,1,5
"41003",1,6,24,50
"41005",1,11,116,266
"41007",1,3,6,44
"41009",1,6,14,16
"41011",1,1,30,32
"41013",1,1,1,6
"41015",2,3,4,7
"41017",1,8,50,85
"41019",1,1,12,24
"41023",1,1,1,1
"41027",1,3,4,12
"41029",2,2,33,49
"41031",1,2,24,65
"41033",1,10,19,25
"41035",1,1,15,39
"41039",2,7,44,61
"41041",1,4,5,8
"41043",2,19,49,102
"41045",1,2,7,32
"41047",1,4,209,592
"41049",1,2,5,12
"41051",1,7,286,839
"41053",1,1,29,82
"41055",1,1,1,1
"41057",1,3,6,6
"41059",1,2,11,84
"41061",1,1,4,6
"41063",1,1,1,2
"41065",1,7,12,18
"41067",1,8,140,475
"41071",1,6,30,50
"42001",1,8,67,185
"42003",1,48,857,1526
"42005",1,7,39,58
"42007",1,13,158,516
"42009",2,4,24,39
"42011",1,65,1419,3643
"42013",1,6,19,46
"42015",1,8,29,43
"42017",2,14,1022,3852
"42019",1,49,161,206
"42021",1,3,20,55
"42023",1,1,1,2
"42025",1,26,154,224
"42027",1,22,73,133
"42029",1,23,532,1926
"42031",1,6,22,29
"42033",1,4,11,33
"42035",1,8,34,57
"42037",1,7,208,340
"42039",1,5,19,22
"42041",3,11,105,451
"42043",1,45,386,1012
"42045",1,7,616,4256
"42047",2,2,4,6
"42049",1,7,58,145
"42051",1,14,67,93
"42053",1,5,7,7
"42055",1,11,106,631
"42057",1,2,6,15
"42059",2,11,25,27
"42061",1,4,22,228
"42063",1,9,62,89
"42065",1,2,7,15
"42067",1,3,73,94
"42069",2,35,559,1327
"42071",2,45,1030,2508
"42073",1,19,61,74
"42075",1,15,424,874
"42077",1,27,1747,3318
"42079",1,21,1446,2467
"42081",1,8,44,158
"42083",1,1,5,12
"42085",1,8,59,96
"42087",2,6,30,58
"42089",1,9,610,1194
"42091",2,30,1111,4687
"42093",1,10,48,50
"42095",1,17,994,2453
"42097",1,14,87,174
"42099",1,5,26,48
"42101",1,33,4456,17517
"42103",1,3,190,432
"42105",1,2,4,4
"42107",1,38,267,541
"42109",1,8,33,38
"42111",1,3,19,37
"42113",1,1,1,3
"42115",1,5,76,96
"42117",1,8,14,16
"42119",4,8,33,56
"42121",1,5,7,8
"42123",1,1,1,3
"42125",1,7,66,124
"42127",1,1,28,109
"42129",2,41,249,427
"42131",5,12,25,34
"42133",2,29,393,835
"44001",5,21,68,213
"44003",7,59,386,1005
"44005",8,33,110,226
"44007",37,418,3727,10519
"44009",9,34,209,485
"45001",1,4,10,35
"45003",1,9,67,155
"45005",1,4,10,34
"45007",2,16,109,191
"45009",2,6,9,21
"45011",1,3,17,44
"45013",3,21,194,282
"45015",1,13,124,203
"45017",1,1,5,9
"45019",1,1,274,464
"45021",1,8,17,39
"45023",1,3,25,41
"45025",1,10,37,118
"45027",1,16,109,290
"45029",1,5,23,60
"45031",1,10,59,222
"45033",1,1,20,132
"45035",1,10,83,113
"45037",1,2,12,44
"45039",1,3,24,96
"45041",1,13,128,540
"45043",2,14,33,53
"45045",1,39,346,981
"45047",2,3,36,72
"45049",1,6,26,37
"45051",3,19,147,273
"45053",1,3,15,27
"45055",1,14,141,245
"45057",1,3,51,104
"45059",2,6,29,59
"45061",1,2,35,158
"45063",1,17,212,482
"45065",1,3,6,9
"45067",1,2,22,63
"45069",1,2,28,76
"45071",1,2,21,33
"45073",2,5,19,41
"45075",2,16,41,113
"45077",1,11,38,93
"45079",1,60,548,1196
"45081",1,1,9,122
"45083",1,1,88,318
"45085",1,30,181,322
"45087",1,6,24,31
"45089",1,6,33,207
"45091",1,19,138,280
"46003",1,1,1,22
"46005",1,4,21,21
"46009",1,1,3,4
"46011",1,2,9,14
"46013",1,3,20,211
"46023",1,1,2,5
"46025",1,1,1,4
"46027",2,6,5,15
"46029",1,5,13,17
"46031",1,1,1,4
"46035",2,2,3,7
"46039",1,1,1,1
"46043",1,1,3,4
"46047",1,1,1,4
"46049",1,1,1,1
"46057",1,1,2,4
"46059",1,1,1,7
"46065",1,2,5,17
"46067",2,2,3,4
"46069",1,1,1,3
"46073",1,4,6,40
"46079",1,2,4,8
"46081",2,9,9,9
"46083",1,19,110,225
"46085",1,1,2,9
"46087",1,1,2,4
"46089",1,1,1,4
"46091",1,1,1,4
"46093",1,1,1,7
"46097",1,1,1,3
"46099",1,5,228,2535
"46101",1,2,17,20
"46102",1,1,1,35
"46103",1,5,11,85
"46109",1,4,4,39
"46111",1,3,3,13
"46115",1,3,3,5
"46117",1,8,9,12
"46119",1,1,1,1
"46121",1,1,1,18
"46125",1,4,15,24
"46127",1,3,12,79
"46129",1,5,5,5
"46135",1,18,26,51
"47001",1,6,15,37
"47003",1,6,130,264
"47005",1,4,5,7
"47007",2,3,588,608
"47009",1,9,46,76
"47011",1,8,38,83
"47013",1,2,10,17
"47015",1,4,10,17
"47017",1,5,15,25
"47019",1,3,12,19
"47021",1,7,20,88
"47023",1,3,8,12
"47025",1,2,5,8
"47027",1,2,5,7
"47029",1,1,11,20
"47031",1,7,33,66
"47033",3,6,13,19
"47035",1,6,56,89
"47037",1,42,1034,3346
"47039",1,5,4,6
"47041",1,5,10,32
"47043",2,11,43,93
"47045",1,3,24,44
"47047",1,10,45,95
"47049",1,2,4,12
"47051",1,5,27,43
"47053",1,6,31,59
"47055",1,3,6,12
"47057",3,4,5,8
"47059",1,9,30,46
"47061",1,8,26,31
"47063",1,2,7,25
"47065",1,8,105,240
"47069",1,6,11,189
"47071",1,2,4,10
"47073",1,8,28,31
"47075",2,6,19,30
"47077",1,2,9,15
"47079",1,6,11,30
"47081",1,2,44,58
"47083",1,1,4,7
"47085",2,4,10,13
"47087",2,5,7,17
"47089",1,2,14,26
"47091",1,2,2,15
"47093",1,4,164,263
"47095",4,9,99,688
"47097",1,8,21,56
"47099",2,10,17,24
"47101",1,2,2,3
"47103",1,2,11,26
"47105",1,8,23,97
"47107",1,3,6,125
"47109",1,5,11,12
"47111",1,7,35,100
"47113",1,13,95,163
"47115",1,6,28,34
"47117",1,9,22,30
"47119",1,8,34,68
"47121",1,2,5,25
"47123",3,3,10,51
"47125",1,11,108,206
"47127",1,3,3,5
"47129",1,5,6,17
"47131",1,3,12,28
"47133",1,2,7,18
"47135",1,2,6,13
"47139",1,4,8,16
"47141",5,24,95,286
"47143",1,4,7,239
"47145",1,2,8,9
"47147",1,22,95,274
"47149",1,8,235,745
"47151",2,2,11,11
"47153",1,1,5,15
"47155",1,3,22,65
"47157",1,2,766,3010
"47159",1,3,19,30
"47161",1,4,7,13
"47163",1,1,27,54
"47165",2,58,491,737
"47167",1,15,57,405
"47169",1,11,48,1392
"47171",1,1,1,3
"47173",1,1,3,4
"47175",1,1,2,4
"47177",1,2,7,22
"47179",2,14,46,66
"47181",1,2,4,63
"47183",1,5,19,26
"47185",1,2,4,24
"47187",1,10,221,427
"47189",2,20,171,318
"48001",1,3,29,72
"48003",1,12,21,27
"48005",1,10,36,175
"48007",1,2,2,5
"48011",1,1,2,2
"48013",2,2,14,36
"48015",1,4,12,21
"48019",1,4,6,6
"48021",1,6,44,148
"48025",1,5,6,22
"48027",1,8,91,220
"48029",1,4,11,723
"48031",1,1,6,8
"48035",1,3,6,7
"48037",1,1,54,120
"48039",2,16,225,686
"48041",1,28,151,312
"48047",1,1,1,2
"48049",1,3,12,51
"48051",1,2,11,22
"48053",1,4,14,29
"48055",1,3,11,51
"48057",2,8,23,37
"48059",1,1,2,10
"48061",1,13,279,619
"48063",1,3,6,82
"48065",1,1,4,6
"48067",1,2,10,20
"48069",1,8,11,28
"48071",2,9,39,58
"48073",1,5,12,42
"48075",1,1,2,6
